id_lectura,id_sensor,id_lote,temperatura,humedad,timestamp
1141,1,1,25.6,48.63,2026-06-09 04:00:00
1142,1,1,25.43,50.62,2026-06-09 04:10:00
1143,1,1,25.08,51.9,2026-06-09 04:20:00
1144,1,1,25.76,51.34,2026-06-09 04:30:00
1145,1,1,26.26,51.98,2026-06-09 04:40:00
1146,1,1,25.8,49.89,2026-06-09 04:50:00
1147,1,1,27.19,52.7,2026-06-09 05:00:00
1148,1,1,26.2,48.74,2026-06-09 05:10:00
1149,1,1,25.15,54.64,2026-06-09 05:20:00
1150,1,1,26.21,48.54,2026-06-09 05:30:00
1151,1,1,26.98,51.49,2026-06-09 05:40:00
1152,1,1,40.93,52.61,2026-06-09 05:50:00
1153,2,2,27.59,65.0,2026-06-03 06:00:00
1154,2,2,28.51,63.04,2026-06-03 06:10:00
1155,2,2,27.99,65.0,2026-06-03 06:20:00
1156,2,2,26.63,65.0,2026-06-03 06:30:00
1157,2,2,27.73,65.0,2026-06-03 06:40:00
1158,2,2,27.64,65.0,2026-06-03 06:50:00
1159,2,2,30.01,63.7,2026-06-03 07:00:00
1160,2,2,27.77,63.83,2026-06-03 07:10:00
1161,2,2,30.25,65.0,2026-06-03 07:20:00
1162,2,2,29.01,65.0,2026-06-03 07:30:00
1163,2,2,28.43,65.0,2026-06-03 07:40:00
1164,2,2,31.31,65.0,2026-06-03 07:50:00
1165,2,2,28.82,65.0,2026-06-03 08:00:00
1166,2,2,12.59,64.0,2026-06-03 08:10:00
1167,2,2,30.63,65.0,2026-06-03 08:20:00
1168,2,2,29.8,65.0,2026-06-03 08:30:00
1169,2,2,30.38,65.0,2026-06-03 08:40:00
1170,2,2,28.91,65.0,2026-06-03 08:50:00
1171,2,2,31.19,65.0,2026-06-03 09:00:00
1172,2,2,30.96,65.0,2026-06-03 09:10:00
1173,2,2,31.16,65.0,2026-06-03 09:20:00
1174,2,2,30.12,65.0,2026-06-03 09:30:00
1175,2,2,30.35,65.0,2026-06-03 09:40:00
1176,2,2,30.44,65.0,2026-06-03 09:50:00
1177,2,2,30.44,65.0,2026-06-03 10:00:00
1178,2,2,31.66,65.0,2026-06-03 10:10:00
1179,2,2,31.59,65.0,2026-06-03 10:20:00
1180,2,2,31.06,91.72,2026-06-03 10:30:00
1181,2,2,31.7,65.0,2026-06-03 10:40:00
1182,2,2,31.69,65.0,2026-06-03 10:50:00
1183,2,2,32.57,65.0,2026-06-03 11:00:00
1184,2,2,31.81,65.0,2026-06-03 11:10:00
1185,2,2,31.75,65.0,2026-06-03 11:20:00
1186,2,2,31.47,88.15,2026-06-03 11:30:00
1187,2,2,32.67,65.0,2026-06-03 11:40:00
1188,2,2,,92.32,2026-06-03 11:50:00
1189,2,2,32.04,65.0,2026-06-03 12:00:00
1190,2,2,31.29,65.0,2026-06-03 12:10:00
1191,2,2,30.97,65.0,2026-06-03 12:20:00
1192,2,2,32.24,65.0,2026-06-03 12:30:00
1193,2,2,30.65,65.0,2026-06-03 12:40:00
1194,2,2,31.49,65.0,2026-06-03 12:50:00
1195,2,2,29.83,65.0,2026-06-03 13:00:00
1196,2,2,30.21,65.0,2026-06-03 13:10:00
1197,2,2,30.97,65.0,2026-06-03 13:20:00
1198,2,2,30.77,65.0,2026-06-03 13:30:00
1199,2,2,30.7,65.0,2026-06-03 13:40:00
1200,2,2,31.67,65.0,2026-06-03 13:50:00
1201,2,2,31.64,65.0,2026-06-03 14:00:00
1202,2,2,31.11,65.0,2026-06-03 14:10:00
1203,2,2,29.95,65.0,2026-06-03 14:20:00
1204,2,2,30.58,65.0,2026-06-03 14:30:00
1205,2,2,32.1,,2026-06-03 14:40:00
1206,2,2,32.44,65.0,2026-06-03 14:50:00
1207,2,2,31.11,65.0,2026-06-03 15:00:00
1208,2,2,29.41,65.0,2026-06-03 15:10:00
1209,2,2,29.99,65.0,2026-06-03 15:20:00
1210,2,2,30.12,65.0,2026-06-03 15:30:00
1211,2,2,29.85,65.0,2026-06-03 15:40:00
1212,2,2,30.53,65.0,2026-06-03 15:50:00
1213,2,2,30.09,65.0,2026-06-03 16:00:00
1214,2,2,28.51,65.0,2026-06-03 16:10:00
1215,2,2,28.69,65.0,2026-06-03 16:20:00
1216,2,2,29.81,65.0,2026-06-03 16:30:00
1217,2,2,30.01,65.0,2026-06-03 16:40:00
1218,2,2,28.9,64.18,2026-06-03 16:50:00
1219,2,2,28.9,64.18,2026-06-03 17:00:00
1220,2,2,28.09,63.6,2026-06-03 17:10:00
1221,2,2,27.02,65.0,2026-06-03 17:20:00
1222,2,2,27.4,65.0,2026-06-03 17:30:00
1223,2,2,40.62,62.19,2026-06-03 17:40:00
1224,2,2,28.9,64.61,2026-06-03 17:50:00
1225,2,2,27.96,60.56,2026-06-03 18:00:00
1226,2,2,27.96,60.56,2026-06-03 18:10:00
1227,2,2,27.24,59.31,2026-06-03 18:20:00
1228,2,2,25.92,62.49,2026-06-03 18:30:00
1229,2,2,26.14,64.13,2026-06-03 18:40:00
1230,2,2,26.88,64.9,2026-06-03 18:50:00
1231,2,2,27.07,65.0,2026-06-03 19:00:00
1232,2,2,26.3,63.28,2026-06-03 19:10:00
1233,2,2,26.54,62.74,2026-06-03 19:20:00
1234,2,2,25.65,61.58,2026-06-03 19:30:00
1235,2,2,25.16,62.88,2026-06-03 19:40:00
1236,2,2,25.58,89.7,2026-06-03 19:50:00
1237,2,2,24.53,63.58,2026-06-03 20:00:00
1238,2,2,25.41,59.7,2026-06-03 20:10:00
1239,2,2,25.85,60.11,2026-06-03 20:20:00
1240,2,2,23.94,63.09,2026-06-03 20:30:00
1241,2,2,24.5,60.05,2026-06-03 20:40:00
1242,2,2,24.83,62.98,2026-06-03 20:50:00
1243,2,2,24.69,58.13,2026-06-03 21:00:00
1244,2,2,24.99,59.39,2026-06-03 21:10:00
1245,2,2,25.95,60.21,2026-06-03 21:20:00
1246,2,2,22.54,-4.34,2026-06-03 21:30:00
1247,2,2,23.41,61.75,2026-06-03 21:40:00
1248,2,2,23.55,60.24,2026-06-03 21:50:00
1249,2,2,23.02,58.38,2026-06-03 22:00:00
1250,2,2,23.41,61.35,2026-06-03 22:10:00
1251,2,2,24.52,60.0,2026-06-03 22:20:00
1252,2,2,22.72,58.73,2026-06-03 22:30:00
1253,2,2,23.14,61.0,2026-06-03 22:40:00
1254,2,2,24.63,61.29,2026-06-03 22:50:00
1255,2,2,23.03,53.63,2026-06-03 23:00:00
1256,2,2,22.18,61.89,2026-06-03 23:10:00
1257,2,2,23.24,57.49,2026-06-03 23:20:00
1258,2,2,24.85,61.48,2026-06-03 23:30:00
1259,2,2,23.53,58.33,2026-06-03 23:40:00
1260,2,2,23.4,59.34,2026-06-03 23:50:00
1261,2,2,24.78,59.72,2026-06-04 00:00:00
1262,2,2,24.08,61.21,2026-06-04 00:10:00
1263,2,2,22.58,60.38,2026-06-04 00:20:00
1264,2,2,23.3,53.85,2026-06-04 00:30:00
1265,2,2,21.86,56.87,2026-06-04 00:40:00
1266,2,2,24.02,59.17,2026-06-04 00:50:00
1267,2,2,23.78,62.88,2026-06-04 01:00:00
1268,2,2,22.67,58.98,2026-06-04 01:10:00
1269,2,2,23.98,57.62,2026-06-04 01:20:00
1270,2,2,23.83,55.96,2026-06-04 01:30:00
1271,2,2,25.0,57.87,2026-06-04 01:40:00
1272,2,2,25.58,59.26,2026-06-04 01:50:00
1273,2,2,24.86,59.31,2026-06-04 02:00:00
1274,2,2,24.1,58.35,2026-06-04 02:10:00
1275,2,2,24.32,60.27,2026-06-04 02:20:00
1276,2,2,23.7,59.5,2026-06-04 02:30:00
1277,2,2,23.95,64.48,2026-06-04 02:40:00
1278,2,2,24.48,63.1,2026-06-04 02:50:00
1279,2,2,24.52,60.67,2026-06-04 03:00:00
1280,2,2,23.74,59.4,2026-06-04 03:10:00
1281,2,2,25.1,63.62,2026-06-04 03:20:00
1282,2,2,41.33,63.38,2026-06-04 03:30:00
1283,2,2,26.51,60.66,2026-06-04 03:40:00
1284,2,2,27.26,59.98,2026-06-04 03:50:00
1285,2,2,24.89,58.7,2026-06-04 04:00:00
1286,2,2,27.52,62.94,2026-06-04 04:10:00
1287,2,2,25.54,,2026-06-04 04:20:00
1288,2,2,26.52,65.0,2026-06-04 04:30:00
1289,2,2,24.89,61.34,2026-06-04 04:40:00
1290,2,2,25.93,58.12,2026-06-04 04:50:00
1291,2,2,27.31,61.73,2026-06-04 05:00:00
1292,2,2,27.23,65.0,2026-06-04 05:10:00
1293,2,2,26.52,61.83,2026-06-04 05:20:00
1294,2,2,27.07,64.85,2026-06-04 05:30:00
1295,2,2,26.7,61.82,2026-06-04 05:40:00
1296,2,2,28.17,64.05,2026-06-04 05:50:00
1297,2,2,25.86,61.05,2026-06-04 06:00:00
1298,2,2,28.88,64.51,2026-06-04 06:10:00
1299,2,2,27.24,63.57,2026-06-04 06:20:00
1300,2,2,28.03,65.0,2026-06-04 06:30:00
1301,2,2,27.11,62.64,2026-06-04 06:40:00
1302,2,2,28.58,64.33,2026-06-04 06:50:00
1303,2,2,28.99,62.27,2026-06-04 07:00:00
1304,2,2,28.99,65.0,2026-06-04 07:10:00
1305,2,2,29.26,65.0,2026-06-04 07:20:00
1306,2,2,28.95,63.65,2026-06-04 07:30:00
1307,2,2,29.13,65.0,2026-06-04 07:40:00
1308,2,2,29.25,63.91,2026-06-04 07:50:00
1309,2,2,29.11,65.0,2026-06-04 08:00:00
1310,2,2,29.35,65.0,2026-06-04 08:10:00
1311,2,2,91.76,65.0,2026-06-04 08:20:00
1312,2,2,29.21,65.0,2026-06-04 08:30:00
1313,2,2,29.71,64.27,2026-06-04 08:40:00
1314,2,2,29.85,65.0,2026-06-04 08:50:00
1315,2,2,29.79,65.0,2026-06-04 09:00:00
1316,2,2,31.39,65.0,2026-06-04 09:10:00
1317,2,2,32.54,65.0,2026-06-04 09:20:00
1318,2,2,30.44,91.03,2026-06-04 09:30:00
1319,2,2,31.12,65.0,2026-06-04 09:40:00
1320,2,2,30.2,65.0,2026-06-04 09:50:00
1321,2,2,31.13,64.44,2026-06-04 10:00:00
1322,2,2,31.66,65.0,2026-06-04 10:10:00
1323,2,2,30.44,65.0,2026-06-04 10:20:00
1324,2,2,29.82,65.0,2026-06-04 10:30:00
1325,2,2,32.1,65.0,2026-06-04 10:40:00
1326,2,2,30.43,,2026-06-04 10:50:00
1327,2,2,30.95,65.0,2026-06-04 11:00:00
1328,2,2,32.0,65.0,2026-06-04 11:10:00
1329,2,2,30.71,65.0,2026-06-04 11:20:00
1330,2,2,32.24,65.0,2026-06-04 11:30:00
1331,2,2,30.95,65.0,2026-06-04 11:40:00
1332,2,2,,65.0,2026-06-04 11:50:00
1333,2,2,30.59,65.0,2026-06-04 12:00:00
1334,2,2,47.04,65.0,2026-06-04 12:10:00
1335,2,2,102.75,65.0,2026-06-04 12:20:00
1336,2,2,32.07,65.0,2026-06-04 12:30:00
1337,2,2,30.4,65.0,2026-06-04 12:40:00
1338,2,2,31.59,95.27,2026-06-04 12:50:00
1339,2,2,31.99,65.0,2026-06-04 13:00:00
1340,2,2,31.91,65.0,2026-06-04 13:10:00
1341,2,2,31.14,65.0,2026-06-04 13:20:00
1342,2,2,30.2,65.0,2026-06-04 13:30:00
1343,2,2,18.34,65.0,2026-06-04 13:40:00
1344,2,2,31.49,65.0,2026-06-04 13:50:00
1345,2,2,31.29,-0.83,2026-06-04 14:00:00
1346,2,2,30.92,,2026-06-04 14:10:00
1347,2,2,30.36,64.82,2026-06-04 14:20:00
1348,2,2,31.69,65.0,2026-06-04 14:30:00
1349,2,2,30.99,65.0,2026-06-04 14:40:00
1350,2,2,43.98,65.0,2026-06-04 14:50:00
1351,2,2,30.01,65.0,2026-06-04 15:00:00
1352,2,2,30.87,65.0,2026-06-04 15:10:00
1353,2,2,31.49,65.0,2026-06-04 15:20:00
1354,2,2,30.15,64.13,2026-06-04 15:30:00
1355,2,2,30.13,65.0,2026-06-04 15:40:00
1356,2,2,29.16,64.02,2026-06-04 15:50:00
1357,2,2,31.64,64.85,2026-06-04 16:00:00
1358,2,2,28.18,63.78,2026-06-04 16:10:00
1359,2,2,29.15,65.0,2026-06-04 16:20:00
1360,2,2,29.47,65.0,2026-06-04 16:30:00
1361,2,2,28.35,65.0,2026-06-04 16:40:00
1362,2,2,28.0,63.09,2026-06-04 16:50:00
1363,2,2,27.8,61.73,2026-06-04 17:00:00
1364,2,2,29.22,65.0,2026-06-04 17:10:00
1365,2,2,28.98,63.74,2026-06-04 17:20:00
1366,2,2,28.64,59.91,2026-06-04 17:30:00
1367,2,2,28.54,63.56,2026-06-04 17:40:00
1368,2,2,28.18,63.74,2026-06-04 17:50:00
1369,2,2,26.71,59.75,2026-06-04 18:00:00
1370,2,2,26.76,63.65,2026-06-04 18:10:00
1371,2,2,27.7,59.56,2026-06-04 18:20:00
1372,2,2,26.19,60.62,2026-06-04 18:30:00
1373,2,2,26.52,59.11,2026-06-04 18:40:00
1374,2,2,25.5,59.97,2026-06-04 18:50:00
1375,2,2,26.53,59.03,2026-06-04 19:00:00
1376,2,2,26.2,63.29,2026-06-04 19:10:00
1377,2,2,25.09,60.54,2026-06-04 19:20:00
1378,2,2,26.79,59.9,2026-06-04 19:30:00
1379,2,2,25.35,62.86,2026-06-04 19:40:00
1380,2,2,25.41,62.53,2026-06-04 19:50:00
1381,2,2,25.84,59.44,2026-06-04 20:00:00
1382,2,2,25.73,60.57,2026-06-04 20:10:00
1383,2,2,26.02,58.64,2026-06-04 20:20:00
1384,2,2,25.1,59.42,2026-06-04 20:30:00
1385,2,2,25.49,57.32,2026-06-04 20:40:00
1386,2,2,25.61,60.13,2026-06-04 20:50:00
1387,2,2,23.62,61.44,2026-06-04 21:00:00
1388,2,2,26.34,60.87,2026-06-04 21:10:00
1389,2,2,25.58,58.88,2026-06-04 21:20:00
1390,2,2,23.0,54.87,2026-06-04 21:30:00
1391,2,2,24.43,57.24,2026-06-04 21:40:00
1392,2,2,23.39,58.17,2026-06-04 21:50:00
1393,2,2,40.08,55.26,2026-06-04 22:00:00
1394,2,2,25.16,55.9,2026-06-04 22:10:00
1395,2,2,24.57,56.98,2026-06-04 22:20:00
1396,2,2,24.24,60.04,2026-06-04 22:30:00
1397,2,2,24.33,59.58,2026-06-04 22:40:00
1398,2,2,22.76,59.9,2026-06-04 22:50:00
1399,2,2,22.95,58.12,2026-06-04 23:00:00
1400,2,2,23.8,58.51,2026-06-04 23:10:00
1401,2,2,23.83,55.8,2026-06-04 23:20:00
1402,2,2,22.45,59.19,2026-06-04 23:30:00
1403,2,2,23.66,59.71,2026-06-04 23:40:00
1404,2,2,23.47,54.58,2026-06-04 23:50:00
1405,2,2,24.27,56.63,2026-06-05 00:00:00
1406,2,2,23.78,56.07,2026-06-05 00:10:00
1407,2,2,24.83,55.62,2026-06-05 00:20:00
1408,2,2,23.26,57.6,2026-06-05 00:30:00
1409,2,2,22.69,58.07,2026-06-05 00:40:00
1410,2,2,24.88,89.04,2026-06-05 00:50:00
1411,2,2,42.39,56.85,2026-06-05 01:00:00
1412,2,2,24.55,56.88,2026-06-05 01:10:00
1413,2,2,23.6,56.84,2026-06-05 01:20:00
1414,2,2,22.27,55.4,2026-06-05 01:30:00
1415,2,2,24.64,53.52,2026-06-05 01:40:00
1416,2,2,23.34,57.02,2026-06-05 01:50:00
1417,2,2,25.43,59.45,2026-06-05 02:00:00
1418,2,2,23.68,60.63,2026-06-05 02:10:00
1419,2,2,23.63,60.15,2026-06-05 02:20:00
1420,2,2,23.24,60.4,2026-06-05 02:30:00
1421,2,2,24.11,56.32,2026-06-05 02:40:00
1422,2,2,24.38,59.06,2026-06-05 02:50:00
1423,2,2,24.28,59.76,2026-06-05 03:00:00
1424,2,2,24.33,60.04,2026-06-05 03:10:00
1425,2,2,25.28,58.83,2026-06-05 03:20:00
1426,2,2,24.71,59.41,2026-06-05 03:30:00
1427,2,2,25.65,63.4,2026-06-05 03:40:00
1428,2,2,26.1,61.4,2026-06-05 03:50:00
1429,2,2,27.97,60.65,2026-06-05 04:00:00
1430,2,2,41.33,61.21,2026-06-05 04:10:00
1431,2,2,25.4,61.28,2026-06-05 04:20:00
1432,2,2,25.83,60.45,2026-06-05 04:30:00
1433,2,2,10.56,62.1,2026-06-05 04:40:00
1434,2,2,27.21,62.11,2026-06-05 04:50:00
1435,2,2,25.18,60.14,2026-06-05 05:00:00
1436,2,2,41.91,62.52,2026-06-05 05:10:00
1437,2,2,27.27,61.3,2026-06-05 05:20:00
1438,2,2,26.44,60.85,2026-06-05 05:30:00
1439,2,2,27.17,61.51,2026-06-05 05:40:00
1440,2,2,25.82,60.99,2026-06-05 05:50:00
1441,2,2,27.54,61.43,2026-06-05 06:00:00
1442,2,2,27.48,63.18,2026-06-05 06:10:00
1443,2,2,26.99,59.16,2026-06-05 06:20:00
1444,2,2,27.74,64.15,2026-06-05 06:30:00
1445,2,2,29.54,64.39,2026-06-05 06:40:00
1446,2,2,40.46,62.56,2026-06-05 06:50:00
1447,2,2,28.97,61.39,2026-06-05 07:00:00
1448,2,2,28.75,64.27,2026-06-05 07:10:00
1449,2,2,29.53,62.01,2026-06-05 07:20:00
1450,2,2,28.75,58.41,2026-06-05 07:30:00
1451,2,2,28.69,62.96,2026-06-05 07:40:00
1452,2,2,28.53,64.52,2026-06-05 07:50:00
1453,2,2,29.46,90.64,2026-06-05 08:00:00
1454,2,2,28.91,65.0,2026-06-05 08:10:00
1455,2,2,28.77,64.78,2026-06-05 08:20:00
1456,2,2,29.71,65.0,2026-06-05 08:30:00
1457,2,2,30.17,64.53,2026-06-05 08:40:00
1458,2,2,28.97,62.24,2026-06-05 08:50:00
1459,2,2,29.86,65.0,2026-06-05 09:00:00
1460,2,2,,,2026-06-05 09:10:00
1461,2,2,30.34,80.2,2026-06-05 09:20:00
1462,2,2,30.93,65.0,2026-06-05 09:30:00
1463,2,2,30.24,65.0,2026-06-05 09:40:00
1464,2,2,31.21,65.0,2026-06-05 09:50:00
1465,2,2,30.56,62.98,2026-06-05 10:00:00
1466,2,2,30.64,64.02,2026-06-05 10:10:00
1467,2,2,29.74,64.67,2026-06-05 10:20:00
1468,2,2,30.36,65.0,2026-06-05 10:30:00
1469,2,2,31.74,64.6,2026-06-05 10:40:00
1470,2,2,31.74,64.6,2026-06-05 10:50:00
1471,2,2,30.97,65.0,2026-06-05 11:00:00
1472,2,2,32.07,65.0,2026-06-05 11:10:00
1473,2,2,32.28,63.56,2026-06-05 11:20:00
1474,2,2,30.47,65.0,2026-06-05 11:30:00
1475,2,2,32.82,65.0,2026-06-05 11:40:00
1476,2,2,,62.24,2026-06-05 11:50:00
1477,2,2,29.88,65.0,2026-06-05 12:00:00
1478,2,2,31.21,64.4,2026-06-05 12:10:00
1479,2,2,31.54,65.0,2026-06-05 12:20:00
1480,2,2,31.54,65.0,2026-06-05 12:30:00
1481,2,2,31.45,65.0,2026-06-05 12:40:00
1482,2,2,32.26,64.49,2026-06-05 12:50:00
1483,2,2,33.62,65.0,2026-06-05 13:00:00
1484,2,2,31.62,65.0,2026-06-05 13:10:00
1485,2,2,32.76,65.0,2026-06-05 13:20:00
1486,2,2,29.91,65.0,2026-06-05 13:30:00
1487,2,2,30.85,65.0,2026-06-05 13:40:00
1488,2,2,30.02,65.0,2026-06-05 13:50:00
1489,2,2,30.44,65.0,2026-06-05 14:00:00
1490,2,2,30.65,65.0,2026-06-05 14:10:00
1491,2,2,32.36,65.0,2026-06-05 14:20:00
1492,2,2,30.72,64.69,2026-06-05 14:30:00
1493,2,2,31.45,64.63,2026-06-05 14:40:00
1494,2,2,18.01,65.0,2026-06-05 14:50:00
1495,2,2,29.06,65.0,2026-06-05 15:00:00
1496,2,2,31.76,65.0,2026-06-05 15:10:00
1497,2,2,31.24,62.94,2026-06-05 15:20:00
1498,2,2,30.12,62.56,2026-06-05 15:30:00
1499,2,2,29.61,65.0,2026-06-05 15:40:00
1500,2,2,29.73,61.24,2026-06-05 15:50:00
1501,2,2,28.45,61.11,2026-06-05 16:00:00
1502,2,2,40.34,65.0,2026-06-05 16:10:00
1503,2,2,27.67,65.0,2026-06-05 16:20:00
1504,2,2,29.78,60.16,2026-06-05 16:30:00
1505,2,2,28.63,65.0,2026-06-05 16:40:00
1506,2,2,29.14,60.21,2026-06-05 16:50:00
1507,2,2,29.02,,2026-06-05 17:00:00
1508,2,2,28.19,64.66,2026-06-05 17:10:00
1509,2,2,28.21,61.16,2026-06-05 17:20:00
1510,2,2,28.73,63.88,2026-06-05 17:30:00
1511,2,2,28.9,63.45,2026-06-05 17:40:00
1512,2,2,28.54,62.94,2026-06-05 17:50:00
1513,2,2,27.71,61.43,2026-06-05 18:00:00
1514,2,2,27.14,58.59,2026-06-05 18:10:00
1515,2,2,26.39,60.23,2026-06-05 18:20:00
1516,2,2,27.17,63.44,2026-06-05 18:30:00
1517,2,2,26.77,62.34,2026-06-05 18:40:00
1518,2,2,41.91,59.65,2026-06-05 18:50:00
1519,2,2,27.52,61.16,2026-06-05 19:00:00
1520,2,2,25.34,59.99,2026-06-05 19:10:00
1521,2,2,27.45,59.09,2026-06-05 19:20:00
1522,2,2,26.33,60.33,2026-06-05 19:30:00
1523,2,2,24.98,60.05,2026-06-05 19:40:00
1524,2,2,24.54,57.57,2026-06-05 19:50:00
1525,2,2,26.36,59.34,2026-06-05 20:00:00
1526,2,2,25.11,59.32,2026-06-05 20:10:00
1527,2,2,25.16,58.26,2026-06-05 20:20:00
1528,2,2,25.59,56.59,2026-06-05 20:30:00
1529,2,2,24.96,57.24,2026-06-05 20:40:00
1530,2,2,23.53,55.85,2026-06-05 20:50:00
1531,2,2,25.93,58.29,2026-06-05 21:00:00
1532,2,2,23.49,54.28,2026-06-05 21:10:00
1533,2,2,38.54,60.33,2026-06-05 21:20:00
1534,2,2,24.61,58.0,2026-06-05 21:30:00
1535,2,2,23.15,58.8,2026-06-05 21:40:00
1536,2,2,23.86,,2026-06-05 21:50:00
1537,2,2,23.38,57.02,2026-06-05 22:00:00
1538,2,2,24.23,56.24,2026-06-05 22:10:00
1539,2,2,24.2,55.91,2026-06-05 22:20:00
1540,2,2,23.29,59.56,2026-06-05 22:30:00
1541,2,2,24.58,54.73,2026-06-05 22:40:00
1542,2,2,24.14,54.69,2026-06-05 22:50:00
1543,2,2,42.41,58.17,2026-06-05 23:00:00
1544,2,2,23.39,55.62,2026-06-05 23:10:00
1545,2,2,23.89,57.15,2026-06-05 23:20:00
1546,2,2,22.87,57.38,2026-06-05 23:30:00
1547,2,2,23.61,53.4,2026-06-05 23:40:00
1548,2,2,23.37,58.65,2026-06-05 23:50:00
1549,2,2,24.84,57.31,2026-06-06 00:00:00
1550,2,2,22.55,82.03,2026-06-06 00:10:00
1551,2,2,24.1,57.44,2026-06-06 00:20:00
1552,2,2,23.82,55.74,2026-06-06 00:30:00
1553,2,2,23.07,52.11,2026-06-06 00:40:00
1554,2,2,23.87,56.31,2026-06-06 00:50:00
1555,2,2,24.08,53.3,2026-06-06 01:00:00
1556,2,2,24.2,60.14,2026-06-06 01:10:00
1557,2,2,23.8,55.97,2026-06-06 01:20:00
1558,2,2,24.05,60.22,2026-06-06 01:30:00
1559,2,2,,56.64,2026-06-06 01:40:00
1560,2,2,105.0,55.23,2026-06-06 01:50:00
1561,2,2,105.0,55.23,2026-06-06 02:00:00
1562,2,2,105.0,55.23,2026-06-06 02:10:00
1563,2,2,22.8,59.42,2026-06-06 02:20:00
1564,2,2,25.1,61.58,2026-06-06 02:30:00
1565,2,2,23.32,59.79,2026-06-06 02:40:00
1566,2,2,24.61,58.62,2026-06-06 02:50:00
1567,2,2,23.35,60.08,2026-06-06 03:00:00
1568,2,2,25.43,57.22,2026-06-06 03:10:00
1569,2,2,25.44,55.92,2026-06-06 03:20:00
1570,2,2,24.6,92.3,2026-06-06 03:30:00
1571,2,2,25.31,54.07,2026-06-06 03:40:00
1572,2,2,26.04,60.33,2026-06-06 03:50:00
1573,2,2,8.92,58.82,2026-06-06 04:00:00
1574,2,2,,56.54,2026-06-06 04:10:00
1575,2,2,26.65,58.36,2026-06-06 04:20:00
1576,2,2,27.59,58.77,2026-06-06 04:30:00
1577,2,2,25.39,96.02,2026-06-06 04:40:00
1578,2,2,27.25,57.76,2026-06-06 04:50:00
1579,2,2,26.36,58.92,2026-06-06 05:00:00
1580,2,2,25.6,58.94,2026-06-06 05:10:00
1581,2,2,27.87,60.14,2026-06-06 05:20:00
1582,2,2,25.9,56.76,2026-06-06 05:30:00
1583,2,2,28.48,59.9,2026-06-06 05:40:00
1584,2,2,26.81,59.74,2026-06-06 05:50:00
1585,2,2,119.12,63.34,2026-06-06 06:00:00
1586,2,2,27.72,63.56,2026-06-06 06:10:00
1587,2,2,28.05,62.62,2026-06-06 06:20:00
1588,2,2,41.53,62.36,2026-06-06 06:30:00
1589,2,2,29.73,59.51,2026-06-06 06:40:00
1590,2,2,28.37,61.56,2026-06-06 06:50:00
1591,2,2,28.86,60.87,2026-06-06 07:00:00
1592,2,2,28.95,61.59,2026-06-06 07:10:00
1593,2,2,27.6,62.14,2026-06-06 07:20:00
1594,2,2,28.15,58.85,2026-06-06 07:30:00
1595,2,2,29.3,63.48,2026-06-06 07:40:00
1596,2,2,29.77,63.82,2026-06-06 07:50:00
1597,2,2,27.95,60.15,2026-06-06 08:00:00
1598,2,2,31.23,60.95,2026-06-06 08:10:00
1599,2,2,30.28,61.84,2026-06-06 08:20:00
1600,2,2,30.0,62.12,2026-06-06 08:30:00
1601,2,2,30.52,63.82,2026-06-06 08:40:00
1602,2,2,29.84,61.6,2026-06-06 08:50:00
1603,2,2,30.54,61.42,2026-06-06 09:00:00
1604,2,2,30.79,65.0,2026-06-06 09:10:00
1605,2,2,31.64,65.0,2026-06-06 09:20:00
1606,2,2,30.6,60.37,2026-06-06 09:30:00
1607,2,2,29.72,65.0,2026-06-06 09:40:00
1608,2,2,30.24,63.07,2026-06-06 09:50:00
1609,2,2,30.83,62.45,2026-06-06 10:00:00
1610,2,2,30.07,64.57,2026-06-06 10:10:00
1611,2,2,30.41,63.27,2026-06-06 10:20:00
1612,2,2,30.57,65.0,2026-06-06 10:30:00
1613,2,2,31.07,64.55,2026-06-06 10:40:00
1614,2,2,31.79,64.68,2026-06-06 10:50:00
1615,2,2,31.14,65.0,2026-06-06 11:00:00
1616,2,2,31.14,65.0,2026-06-06 11:10:00
1617,2,2,31.5,63.52,2026-06-06 11:20:00
1618,2,2,30.78,65.0,2026-06-06 11:30:00
1619,2,2,31.84,65.0,2026-06-06 11:40:00
1620,2,2,31.72,65.0,2026-06-06 11:50:00
1621,2,2,32.06,65.0,2026-06-06 12:00:00
1622,2,2,32.23,64.9,2026-06-06 12:10:00
1623,2,2,32.59,65.0,2026-06-06 12:20:00
1624,2,2,32.59,65.0,2026-06-06 12:30:00
1625,2,2,30.85,65.0,2026-06-06 12:40:00
1626,2,2,33.68,64.2,2026-06-06 12:50:00
1627,2,2,31.42,64.0,2026-06-06 13:00:00
1628,2,2,30.92,65.0,2026-06-06 13:10:00
1629,2,2,30.72,63.79,2026-06-06 13:20:00
1630,2,2,29.93,63.13,2026-06-06 13:30:00
1631,2,2,29.76,65.0,2026-06-06 13:40:00
1632,2,2,33.29,63.71,2026-06-06 13:50:00
1633,2,2,29.63,65.0,2026-06-06 14:00:00
1634,2,2,30.29,65.0,2026-06-06 14:10:00
1635,2,2,30.55,62.81,2026-06-06 14:20:00
1636,2,2,30.53,65.0,2026-06-06 14:30:00
1637,2,2,30.38,62.79,2026-06-06 14:40:00
1638,2,2,30.29,95.05,2026-06-06 14:50:00
1639,2,2,28.9,62.58,2026-06-06 15:00:00
1640,2,2,30.81,63.91,2026-06-06 15:10:00
