id_lote,tipo_proceso,horas_transcurridas,horas_restantes,temperatura_grano,temperatura_ambiental,humedad_ambiental,humedad_grano,lluvia,luz,_es_anomalia,_severidad,_tipo_anomalia,_calidad_final_lote,delta_temp
47,honey,148,179,24.24,22.91,62.46,30.4,0.0,0.0,False,normal,normal,baja,1.3299999999999983
51,natural,318,183,29.47,27.43,54.26,23.42,0.0,0.0,False,normal,normal,regular,2.039999999999999
6,lavado,26,172,24.82,22.66,57.81,47.71,0.0,0.0,False,normal,normal,buena,2.16
49,natural,310,135,26.21,24.7,57.11,20.96,0.0,1430.2,False,normal,normal,regular,1.5100000000000016
69,natural,102,154,28.29,26.42,54.31,39.29,0.0,406.3,False,normal,normal,buena,1.8699999999999974
38,honey,66,155,32.41,29.47,43.89,40.14,0.0,0.0,False,normal,normal,excelente,2.9399999999999977
24,lavado,88,89,32.84,30.05,52.7,35.18,0.0,30257.2,False,normal,normal,excelente,2.7900000000000027
27,honey,144,156,24.8,22.71,59.51,34.05,0.0,0.0,False,normal,normal,regular,2.09
71,natural,232,398,33.95,32.49,47.3,38.0,0.0,31145.4,False,normal,normal,regular,1.4600000000000009
27,honey,100,200,24.51,22.15,63.77,40.39,0.0,0.0,False,normal,normal,regular,2.360000000000003
64,natural,150,155,27.48,25.31,54.72,32.63,0.0,1086.0,False,normal,normal,buena,2.1700000000000017
65,natural,46,305,29.4,27.94,51.36,45.44,0.0,0.0,False,normal,normal,buena,1.4599999999999973
3,lavado,76,104,22.08,20.29,54.08,38.55,0.0,847.4,False,normal,normal,excelente,1.7899999999999991
66,natural,342,85,30.24,28.12,58.54,18.2,0.0,0.0,False,normal,normal,regular,2.1199999999999974
40,honey,16,249,33.69,31.51,48.86,45.43,0.0,1430.2,False,normal,normal,buena,2.179999999999996
45,honey,232,9,34.63,31.75,49.59,12.2,0.0,37876.8,False,normal,normal,buena,2.8800000000000026
7,lavado,76,112,21.14,19.48,58.11,36.52,0.0,792.8,False,normal,normal,excelente,1.6600000000000001
15,lavado,112,69,30.93,29.16,43.38,25.87,0.0,23583.9,False,normal,normal,buena,1.7699999999999996
10,lavado,56,125,26.49,24.96,54.24,37.75,0.0,21988.0,False,normal,normal,buena,1.5299999999999976
9,lavado,124,56,20.43,19.45,58.45,24.94,0.0,397.3,False,normal,normal,excelente,0.9800000000000004
56,natural,182,164,36.79,33.94,53.24,28.17,0.0,46181.1,False,normal,normal,buena,2.8500000000000014
38,honey,10,211,30.07,28.13,49.92,49.59,0.0,44918.5,False,normal,normal,excelente,1.9400000000000013
58,natural,192,190,26.07,24.38,51.86,31.71,0.0,0.0,False,normal,normal,regular,1.6900000000000013
23,lavado,100,90,22.79,20.71,57.86,34.66,0.0,3675.7,False,normal,normal,regular,2.0799999999999983
69,natural,64,192,36.93,34.35,47.16,45.31,0.0,40191.1,False,normal,normal,buena,2.5799999999999983
59,natural,494,153,38.42,35.04,53.37,18.93,0.0,65328.6,True,advertencia,temperatura_alta,baja,3.3800000000000026
36,honey,164,184,30.52,29.13,55.24,31.25,0.0,2050.2,False,normal,normal,buena,1.3900000000000006
56,natural,322,24,35.4,32.83,48.06,13.92,0.0,49633.7,False,normal,normal,buena,2.5700000000000003
25,honey,4,420,24.42,23.34,53.2,53.06,0.0,0.0,False,normal,normal,buena,1.0800000000000018
27,honey,176,124,29.59,27.28,45.63,29.39,0.0,33634.6,False,normal,normal,regular,2.3099999999999987
51,natural,116,385,33.24,31.13,55.26,39.32,0.0,0.0,False,normal,normal,regular,2.110000000000003
54,natural,72,200,21.4,17.66,90.93,40.91,0.833,671.2,True,critico,humedad_ambiental_alta,buena,3.7399999999999984
52,natural,142,517,27.59,26.18,56.12,45.36,0.0,2792.0,False,normal,normal,baja,1.4100000000000001
61,natural,354,28,35.03,32.26,50.03,13.91,0.0,0.0,False,normal,normal,excelente,2.770000000000003
69,natural,162,94,31.69,30.46,53.58,27.33,0.0,2029.3,False,normal,normal,buena,1.2300000000000004
29,honey,20,447,29.54,27.13,58.38,46.49,0.0,968.2,False,normal,normal,baja,2.41
50,natural,424,171,33.69,31.94,51.68,22.94,0.0,43931.2,False,normal,normal,regular,1.7499999999999964
38,honey,200,21,27.77,25.29,48.28,13.55,0.0,36371.3,False,normal,normal,excelente,2.4800000000000004
44,honey,328,142,30.99,28.59,78.88,22.46,0.402,44410.0,True,critico,lluvia_detectada,baja,2.3999999999999986
69,natural,226,30,37.58,34.04,50.11,17.15,0.0,59989.5,False,normal,normal,buena,3.539999999999999
17,lavado,78,98,24.74,22.18,56.04,30.73,0.0,0.0,False,normal,normal,buena,2.5599999999999987
18,lavado,144,44,24.64,23.62,56.73,21.51,0.0,915.3,False,normal,normal,regular,1.0199999999999996
48,honey,382,96,23.85,22.84,55.54,18.1,0.0,1430.7,False,normal,normal,buena,1.0100000000000016
31,honey,88,292,33.12,30.39,46.03,46.73,0.0,29882.7,False,normal,normal,buena,2.729999999999997
52,natural,624,35,25.62,23.55,61.09,10.99,0.0,841.2,False,normal,normal,baja,2.0700000000000003
13,lavado,74,135,20.54,18.46,54.8,42.58,0.0,1752.7,False,normal,normal,regular,2.0799999999999983
41,honey,174,166,25.28,23.52,52.02,31.56,0.0,1662.7,False,normal,normal,excelente,1.7600000000000016
7,lavado,166,22,22.79,19.94,54.33,17.05,0.0,0.0,False,normal,normal,excelente,2.849999999999998
68,natural,166,160,25.7,24.79,55.21,31.32,0.0,0.0,False,normal,normal,regular,0.9100000000000001
3,lavado,178,2,30.96,26.9,52.41,12.83,0.0,60251.6,False,normal,normal,excelente,4.060000000000002
63,natural,210,302,34.21,33.09,56.21,30.6,0.0,110.3,False,normal,normal,baja,1.1199999999999974
64,natural,66,239,31.35,29.81,53.46,43.71,0.0,0.0,False,normal,normal,buena,1.5400000000000027
40,honey,204,61,37.51,31.84,51.73,18.44,0.0,86437.7,True,advertencia,temperatura_alta,buena,5.669999999999998
66,natural,52,375,29.36,26.83,52.83,42.36,0.0,0.0,False,normal,normal,regular,2.530000000000001
30,honey,456,22,20.52,19.11,57.43,11.4,0.0,1204.1,False,normal,normal,buena,1.4100000000000001
53,natural,312,9,25.12,22.6,63.45,10.94,0.0,166.2,False,normal,normal,regular,2.5199999999999996
25,honey,224,200,28.0,25.88,49.38,29.01,0.0,39373.1,False,normal,normal,buena,2.120000000000001
9,lavado,84,96,32.13,31.36,43.18,37.34,0.0,43370.1,False,normal,normal,excelente,0.7700000000000031
62,natural,96,465,27.4,24.94,54.17,42.68,0.0,1638.7,False,normal,normal,baja,2.4599999999999973
7,lavado,26,162,21.27,20.27,54.19,48.37,0.0,0.0,False,normal,normal,excelente,1.0
46,honey,220,298,26.5,25.4,56.96,34.66,0.0,1519.9,False,normal,normal,baja,1.1000000000000014
71,natural,500,130,29.23,27.54,52.45,18.36,0.0,435.6,False,normal,normal,regular,1.6900000000000013
16,lavado,184,22,34.48,32.57,45.62,16.41,0.0,33219.9,False,normal,normal,excelente,1.9099999999999966
54,natural,42,230,33.26,29.85,49.47,43.99,0.0,2211.9,False,normal,normal,buena,3.4099999999999966
70,natural,280,20,33.47,31.86,45.27,13.48,0.0,41863.8,False,normal,normal,regular,1.6099999999999994
26,honey,182,26,34.09,31.42,50.05,17.05,0.0,54746.0,False,normal,normal,regular,2.6700000000000017
52,natural,124,535,26.89,24.69,60.23,46.93,0.0,0.0,False,normal,normal,baja,2.1999999999999993
41,honey,114,226,31.93,29.44,52.42,38.59,0.0,612.0,False,normal,normal,excelente,2.4899999999999984
5,lavado,78,73,25.79,23.5,58.14,34.54,0.0,0.0,False,normal,normal,excelente,2.289999999999999
69,natural,104,152,31.32,29.46,51.46,38.89,0.0,32142.6,False,normal,normal,buena,1.8599999999999994
40,honey,164,101,28.94,26.23,54.46,24.41,0.0,0.0,False,normal,normal,buena,2.710000000000001
25,honey,34,390,32.26,27.21,46.93,50.23,0.0,79971.1,False,normal,normal,buena,5.049999999999997
47,honey,2,325,24.88,22.39,55.53,47.12,0.0,623.9,False,normal,normal,baja,2.4899999999999984
42,honey,12,197,32.7,33.49,46.35,51.02,0.0,67335.5,False,normal,normal,baja,-0.7899999999999991
43,honey,176,41,28.37,25.98,56.13,17.94,0.0,24118.8,False,normal,normal,excelente,2.3900000000000006
21,lavado,12,161,37.46,31.66,51.07,46.83,0.0,73888.7,True,advertencia,temperatura_alta,excelente,5.800000000000001
18,lavado,66,122,32.05,30.61,52.32,36.63,0.0,658.8,False,normal,normal,regular,1.4399999999999977
57,natural,276,241,35.47,32.76,50.45,31.91,0.0,57408.3,False,normal,normal,buena,2.710000000000001
25,honey,260,164,28.27,26.78,51.27,26.13,0.0,1556.3,False,normal,normal,buena,1.4899999999999984
12,lavado,140,17,26.7,24.69,56.0,17.5,0.0,0.0,False,normal,normal,baja,2.009999999999998
67,natural,116,188,27.92,26.53,54.4,37.81,0.0,951.0,False,normal,normal,buena,1.3900000000000006
62,natural,482,79,23.7,20.74,50.0,15.39,0.0,576.1,True,riesgo,secado_estancado,baja,2.960000000000001
14,lavado,168,9,23.71,21.68,59.72,13.3,0.0,0.0,False,normal,normal,buena,2.030000000000001
3,lavado,132,48,35.49,31.85,46.05,24.66,0.0,57583.9,True,advertencia,temperatura_alta,excelente,3.6400000000000006
7,lavado,122,66,20.39,18.08,56.63,25.63,0.0,903.6,False,normal,normal,excelente,2.3100000000000023
9,lavado,168,12,21.85,19.13,59.38,14.57,0.0,0.0,False,normal,normal,excelente,2.7200000000000024
33,honey,322,98,28.89,28.81,43.2,21.52,0.0,55212.4,False,normal,normal,buena,0.08000000000000185
53,natural,216,105,24.78,23.1,53.99,22.17,0.0,0.0,False,normal,normal,regular,1.6799999999999997
50,natural,540,55,36.87,32.81,47.81,14.34,0.0,71275.7,False,normal,normal,regular,4.059999999999995
36,honey,336,12,23.9,22.26,61.88,12.81,0.0,1375.0,False,normal,normal,buena,1.639999999999997
35,honey,294,216,24.64,26.83,52.83,29.11,0.0,2701.3,False,normal,normal,regular,-2.1899999999999977
55,natural,66,183,32.41,30.17,52.62,42.52,0.0,0.0,False,normal,normal,excelente,2.239999999999995
71,natural,518,112,36.67,33.51,48.42,16.79,0.0,59142.6,False,normal,normal,regular,3.1600000000000037
62,natural,64,497,34.94,33.25,46.53,44.55,0.0,46119.3,False,normal,normal,baja,1.6899999999999977
65,natural,148,203,27.48,25.22,55.97,33.62,0.0,0.0,False,normal,normal,buena,2.2600000000000016
65,natural,80,271,30.19,28.45,50.64,40.73,0.0,27961.5,False,normal,normal,buena,1.740000000000002
46,honey,98,420,24.11,23.21,61.08,44.5,0.0,0.0,False,normal,normal,baja,0.8999999999999986
57,natural,234,283,33.12,30.77,52.3,35.9,0.0,0.0,False,normal,normal,buena,2.349999999999998
60,natural,274,373,35.71,32.99,56.09,36.64,0.0,54838.9,False,normal,normal,baja,2.719999999999999
52,natural,570,89,33.25,31.93,44.14,15.51,0.0,233.2,False,normal,normal,baja,1.3200000000000003
50,natural,268,327,25.04,24.04,53.8,34.73,0.0,447.3,False,normal,normal,regular,1.0
57,natural,90,427,33.71,31.72,47.49,47.66,0.0,0.0,False,normal,normal,buena,1.990000000000002
9,lavado,66,114,29.45,27.2,51.37,42.37,0.0,0.0,False,normal,normal,excelente,2.25
29,honey,186,281,31.35,29.97,54.73,32.64,0.0,0.0,False,normal,normal,baja,1.3800000000000026
47,honey,310,17,26.95,25.07,55.08,12.3,0.0,257.3,False,normal,normal,baja,1.879999999999999
35,honey,44,466,28.95,26.67,50.85,49.93,0.0,0.0,False,normal,normal,regular,2.2799999999999976
12,lavado,110,47,33.46,31.08,50.54,27.53,0.0,46198.7,False,normal,normal,baja,2.3800000000000026
39,honey,42,351,31.29,28.44,46.75,50.53,0.0,0.0,False,normal,normal,buena,2.849999999999998
36,honey,124,224,22.48,21.64,59.97,36.15,0.0,0.0,False,normal,normal,buena,0.8399999999999999
1,lavado,166,33,22.89,21.98,52.31,19.03,0.0,2525.4,False,normal,normal,buena,0.9100000000000001
72,natural,70,246,22.72,20.89,93.69,47.12,1.0,2395.1,True,critico,humedad_ambiental_alta,regular,1.8299999999999983
1,lavado,190,9,24.87,23.42,52.79,14.11,0.0,0.0,False,normal,normal,buena,1.4499999999999993
60,natural,0,647,26.0,24.52,58.8,54.22,0.0,0.0,False,normal,normal,baja,1.4800000000000004
27,honey,22,278,26.23,26.83,52.83,52.5,0.0,0.0,False,normal,normal,regular,-0.5999999999999979
68,natural,70,256,26.49,25.01,58.22,43.23,0.0,0.0,False,normal,normal,regular,1.4799999999999969
60,natural,328,319,36.73,34.59,49.22,31.49,0.0,44249.2,False,normal,normal,baja,2.1399999999999935
50,natural,184,411,34.5,33.4,47.95,39.79,0.0,37533.7,False,normal,normal,regular,1.1000000000000014
4,lavado,4,151,21.77,18.73,58.49,52.66,0.0,0.0,False,normal,normal,excelente,3.039999999999999
25,honey,358,66,25.22,24.01,61.26,15.17,0.0,0.0,False,normal,normal,buena,1.2099999999999973
33,honey,400,20,31.75,29.83,48.67,12.71,0.0,26424.0,False,normal,normal,buena,1.9200000000000017
72,natural,192,124,25.85,24.25,53.3,29.53,0.0,0.0,False,normal,normal,regular,1.6000000000000014
27,honey,26,274,26.11,24.72,55.78,52.4,0.0,1948.9,False,normal,normal,regular,1.3900000000000006
6,lavado,92,106,30.48,27.31,56.84,33.49,0.0,0.0,False,normal,normal,buena,3.1700000000000017
49,natural,422,23,35.74,32.34,45.95,11.6,0.0,56479.0,False,normal,normal,regular,3.3999999999999986
66,natural,68,359,31.21,29.63,59.97,40.72,0.0,0.0,False,normal,normal,regular,1.5800000000000018
33,honey,94,326,21.28,18.81,84.56,44.58,0.321,0.0,True,critico,lluvia_detectada,buena,2.4700000000000024
48,honey,426,52,31.15,29.85,51.33,31.49,0.0,0.0,False,normal,normal,buena,1.2999999999999972
61,natural,184,198,35.64,33.95,45.94,31.69,0.0,27862.4,False,normal,normal,excelente,1.6899999999999977
20,lavado,20,137,24.95,24.16,44.51,42.51,0.0,0.0,False,normal,normal,buena,0.7899999999999991
46,honey,516,2,36.88,31.54,53.11,10.01,0.0,81500.6,True,advertencia,temperatura_alta,baja,5.340000000000003
21,lavado,94,79,25.99,23.23,54.04,29.61,0.0,0.0,False,normal,normal,excelente,2.759999999999998
47,honey,166,161,28.33,26.66,54.9,29.15,0.0,883.3,False,normal,normal,baja,1.6699999999999982
37,honey,202,177,28.89,30.63,50.28,31.45,0.0,62040.5,True,advertencia,temperatura_alta,regular,-1.7399999999999984
35,honey,360,150,22.92,21.09,56.38,22.63,0.0,0.0,False,normal,normal,regular,1.8300000000000018
29,honey,164,303,29.86,28.26,55.31,34.68,0.0,1018.9,False,normal,normal,baja,1.5999999999999979
35,honey,480,30,23.78,22.57,54.47,11.45,0.0,323.3,False,normal,normal,regular,1.2100000000000009
67,natural,108,196,37.5,34.45,45.96,38.33,0.0,65364.2,False,normal,normal,buena,3.049999999999997
1,lavado,144,55,22.84,20.81,55.9,24.17,0.0,0.0,False,normal,normal,buena,2.030000000000001
14,lavado,150,27,24.94,22.84,52.61,17.76,0.0,0.0,False,normal,normal,buena,2.1000000000000014
1,lavado,104,95,27.44,25.29,50.6,35.43,0.0,32378.3,False,normal,normal,buena,2.150000000000002
13,lavado,98,111,22.25,20.7,52.31,37.23,0.0,0.0,False,normal,normal,regular,1.5500000000000007
1,lavado,176,23,27.19,25.52,48.07,16.93,0.0,30621.1,False,normal,normal,buena,1.6700000000000017
32,honey,266,22,19.62,18.42,56.37,31.49,0.0,1668.6,False,normal,normal,excelente,1.1999999999999993
11,lavado,90,123,30.24,28.25,48.54,35.64,0.0,0.0,False,normal,normal,excelente,1.9899999999999984
30,honey,44,434,27.87,25.84,52.6,45.09,0.0,0.0,False,normal,normal,buena,2.030000000000001
58,natural,146,236,23.71,21.87,56.17,37.67,0.0,0.0,False,normal,normal,regular,1.8399999999999999
28,honey,144,64,21.45,19.75,54.86,23.09,0.0,1721.8,False,normal,normal,buena,1.6999999999999993
60,natural,196,451,23.02,20.33,94.02,42.13,0.383,0.0,True,critico,humedad_ambiental_alta,baja,2.6900000000000013
57,natural,214,303,26.27,24.89,52.35,37.33,0.0,383.7,False,normal,normal,buena,1.379999999999999
48,honey,462,16,23.69,21.61,58.98,12.26,0.0,1247.3,False,normal,normal,buena,2.080000000000002
18,lavado,90,98,32.89,31.32,54.51,30.97,0.0,2625.4,False,normal,normal,regular,1.5700000000000003
60,natural,174,473,28.8,27.54,59.22,42.7,0.0,959.1,False,normal,normal,baja,1.2600000000000016
56,natural,94,252,27.87,26.54,59.79,38.4,0.0,2239.6,False,normal,normal,buena,1.3300000000000018
28,honey,148,60,24.63,22.04,57.81,22.51,0.0,0.0,False,normal,normal,buena,2.59
59,natural,200,447,30.95,29.7,49.43,35.98,0.0,35075.9,False,normal,normal,baja,1.25
3,lavado,122,58,21.47,18.53,57.49,27.03,0.0,2352.3,False,normal,normal,excelente,2.9399999999999977
16,lavado,128,78,29.17,26.8,53.0,27.42,0.0,30202.1,False,normal,normal,excelente,2.370000000000001
1,lavado,82,117,27.36,25.28,52.19,39.16,0.0,52745.7,False,normal,normal,buena,2.0799999999999983
32,honey,38,250,34.63,30.6,41.89,50.35,0.0,74818.7,False,normal,normal,excelente,4.030000000000001
10,lavado,52,129,23.45,21.01,56.24,39.39,0.0,0.0,False,normal,normal,buena,2.4399999999999977
72,natural,204,112,36.88,31.87,45.49,28.44,0.0,83842.4,False,normal,normal,regular,5.010000000000002
27,honey,288,12,24.51,22.41,51.81,11.73,0.0,0.0,False,normal,normal,regular,2.1000000000000014
21,lavado,160,13,34.05,31.86,48.13,14.0,0.0,40352.3,False,normal,normal,excelente,2.1899999999999977
46,honey,230,288,40.83,36.71,49.08,33.68,0.0,63915.1,True,critico,temperatura_alta,baja,4.119999999999997
7,lavado,178,10,29.14,27.25,48.29,13.73,0.0,41106.0,False,normal,normal,excelente,1.8900000000000006
43,honey,20,197,28.03,26.3,52.07,45.2,0.0,3471.6,False,normal,normal,excelente,1.7300000000000004
67,natural,218,86,25.51,23.17,55.53,23.27,0.0,477.5,False,normal,normal,buena,2.34
32,honey,116,172,27.33,25.36,50.72,37.2,0.0,0.0,False,normal,normal,excelente,1.9699999999999989
66,natural,362,65,27.75,24.46,54.63,16.39,0.0,0.0,False,normal,normal,regular,3.289999999999999
35,honey,348,162,36.3,31.77,44.31,23.51,0.0,72661.2,True,advertencia,temperatura_alta,regular,4.529999999999998
38,honey,208,13,30.44,28.66,53.4,12.76,0.0,26378.0,False,normal,normal,excelente,1.7800000000000011
31,honey,50,330,22.37,21.42,54.77,50.84,0.0,2056.1,False,normal,normal,buena,0.9499999999999993
18,lavado,148,40,23.8,21.94,60.44,20.92,0.0,0.0,False,normal,normal,regular,1.8599999999999994
65,natural,110,241,36.23,33.93,43.37,37.86,0.0,42845.7,False,normal,normal,buena,2.299999999999997
53,natural,316,5,23.71,22.72,62.13,10.64,0.0,1067.7,False,normal,normal,regular,0.990000000000002
1,lavado,130,69,29.89,28.54,46.4,26.99,0.0,43629.3,False,normal,normal,buena,1.3500000000000014
51,natural,146,355,24.49,23.7,60.02,35.89,0.0,258.7,False,normal,normal,regular,0.7899999999999991
35,honey,124,386,23.17,20.36,54.7,42.53,0.0,0.0,False,normal,normal,regular,2.8100000000000023
46,honey,390,128,27.94,25.03,60.63,20.18,0.0,191.2,False,normal,normal,baja,2.91
60,natural,184,463,37.16,35.24,51.05,42.31,0.0,47366.3,False,normal,normal,baja,1.9199999999999946
5,lavado,142,9,24.57,23.44,58.12,14.66,0.0,54.7,False,normal,normal,excelente,1.129999999999999
4,lavado,146,9,20.67,19.8,55.42,16.04,0.0,222.3,False,normal,normal,excelente,0.870000000000001
25,honey,214,210,27.65,25.55,51.56,31.09,0.0,0.0,False,normal,normal,buena,2.099999999999998
32,honey,74,214,21.94,20.93,55.79,45.4,0.0,0.0,False,normal,normal,excelente,1.0100000000000016
59,natural,274,373,34.32,32.18,57.17,30.78,0.0,47664.9,False,normal,normal,baja,2.1400000000000006
62,natural,34,527,31.12,29.78,45.42,46.55,0.0,54660.0,False,normal,normal,baja,1.3399999999999999
41,honey,66,274,29.44,27.1,47.18,45.45,0.0,0.0,False,normal,normal,excelente,2.34
2,lavado,138,11,29.85,27.76,49.77,15.88,0.0,1623.5,False,normal,normal,excelente,2.09
45,honey,104,137,29.05,27.03,51.39,33.58,0.0,39291.8,False,normal,normal,buena,2.0199999999999996
30,honey,184,294,32.19,30.49,47.97,33.46,0.0,1430.2,False,normal,normal,buena,1.6999999999999993
72,natural,142,174,27.76,25.35,54.69,36.95,0.0,3401.8,False,normal,normal,regular,2.41
63,natural,198,314,29.04,27.48,56.32,32.59,0.0,2474.7,False,normal,normal,baja,1.5599999999999987
27,honey,38,262,37.1,33.97,43.03,50.14,0.0,52313.2,True,advertencia,temperatura_alta,regular,3.1300000000000026
33,honey,360,60,22.75,21.16,52.21,17.19,0.0,0.0,False,normal,normal,buena,1.5899999999999999
51,natural,490,11,37.78,33.81,48.28,10.82,0.0,62445.1,False,normal,normal,regular,3.969999999999999
58,natural,352,30,32.56,31.43,47.36,14.19,0.0,27818.5,False,normal,normal,regular,1.1300000000000026
30,honey,288,190,22.54,19.81,55.24,25.0,0.0,646.5,False,normal,normal,buena,2.7300000000000004
52,natural,436,223,26.03,24.01,56.2,25.31,0.0,1430.2,True,riesgo,secado_estancado,baja,2.0199999999999996
44,honey,128,342,28.1,26.67,53.81,40.55,0.0,42856.4,True,riesgo,secado_estancado,baja,1.4299999999999997
16,lavado,160,46,34.12,31.65,48.47,20.94,0.0,24739.5,False,normal,normal,excelente,2.469999999999999
63,natural,500,12,31.47,29.53,50.8,10.45,0.0,0.0,False,normal,normal,baja,1.9399999999999977
31,honey,44,336,27.61,25.57,45.23,50.99,0.0,0.0,False,normal,normal,buena,2.039999999999999
20,lavado,148,9,22.98,20.83,52.92,15.01,0.0,0.0,False,normal,normal,buena,2.150000000000002
50,natural,18,577,31.79,30.38,46.38,52.54,0.0,0.0,False,normal,normal,regular,1.4100000000000001
10,lavado,4,177,20.56,18.92,58.11,48.3,0.0,0.0,False,normal,normal,buena,1.639999999999997
32,honey,88,200,32.85,31.48,44.55,41.9,0.0,26833.4,False,normal,normal,excelente,1.370000000000001
60,natural,374,273,36.42,33.6,54.89,29.42,0.0,62905.9,False,normal,normal,baja,2.8200000000000003
62,natural,492,69,36.46,31.47,46.24,13.82,0.0,94815.4,False,normal,normal,baja,4.990000000000002
41,honey,42,298,32.2,29.37,44.87,47.07,0.0,599.6,False,normal,normal,excelente,2.830000000000002
60,natural,530,117,25.53,23.54,61.52,17.94,0.0,0.0,False,normal,normal,baja,1.990000000000002
9,lavado,92,88,28.12,25.77,47.52,35.26,0.0,2135.7,False,normal,normal,excelente,2.3500000000000014
54,natural,224,48,29.53,27.63,49.42,31.49,0.0,1430.2,False,normal,normal,buena,1.9000000000000021
31,honey,284,96,27.96,25.99,46.53,22.18,0.0,680.0,False,normal,normal,buena,1.9700000000000024
47,honey,184,143,36.28,34.41,46.78,26.75,0.0,42115.7,True,advertencia,temperatura_alta,baja,1.8700000000000045
60,natural,508,139,27.1,25.28,57.98,19.68,0.0,0.0,False,normal,normal,baja,1.8200000000000003
70,natural,110,190,35.42,32.79,52.15,32.88,0.0,61851.1,False,normal,normal,regular,2.6300000000000026
35,honey,282,228,30.89,28.3,48.97,29.59,0.0,0.0,False,normal,normal,regular,2.59
59,natural,286,361,28.13,26.1,49.7,30.55,0.0,0.0,False,normal,normal,baja,2.0299999999999976
67,natural,168,136,24.73,22.39,61.6,28.91,0.0,539.8,False,normal,normal,buena,2.34
60,natural,256,391,36.2,34.42,49.64,37.53,0.0,39594.2,False,normal,normal,baja,1.7800000000000011
71,natural,516,114,39.26,34.49,45.76,17.27,0.0,88553.0,True,advertencia,temperatura_alta,regular,4.769999999999996
52,natural,180,479,36.79,34.0,48.89,42.67,0.0,50679.9,False,normal,normal,baja,2.789999999999999
25,honey,372,52,35.93,31.75,45.11,14.61,0.0,94339.2,True,advertencia,temperatura_alta,buena,4.18
32,honey,270,18,25.5,23.33,53.27,12.06,0.0,314.6,False,normal,normal,excelente,2.1700000000000017
68,natural,98,228,25.99,24.05,48.97,41.25,0.0,837.7,False,normal,normal,regular,1.9399999999999977
41,honey,326,14,35.38,32.57,49.64,13.28,0.0,49231.9,True,advertencia,temperatura_alta,excelente,2.8100000000000023
72,natural,292,24,24.82,23.61,59.63,15.61,0.0,1503.4,False,normal,normal,regular,1.2100000000000009
23,lavado,40,150,30.8,28.6,48.95,48.99,0.0,44005.2,False,normal,normal,regular,2.1999999999999993
52,natural,144,515,25.54,23.18,58.44,45.34,0.0,193.9,False,normal,normal,baja,2.3599999999999994
52,natural,498,161,32.21,30.78,52.34,20.52,0.0,0.0,False,normal,normal,baja,1.4299999999999997
57,natural,180,337,35.64,32.29,48.11,40.22,0.0,55374.8,False,normal,normal,buena,3.3500000000000014
35,honey,32,478,28.23,26.35,50.02,50.29,0.0,42066.0,False,normal,normal,regular,1.879999999999999
47,honey,222,105,28.55,25.55,63.02,21.78,0.0,186.6,False,normal,normal,baja,3.0
53,natural,120,201,23.4,21.56,60.28,34.51,0.0,960.9,False,normal,normal,regular,1.8399999999999999
50,natural,568,27,37.22,33.99,46.23,12.4,0.0,43958.3,False,normal,normal,regular,3.229999999999997
62,natural,316,245,27.69,24.93,55.9,25.32,0.0,8.5,False,normal,normal,baja,2.7600000000000016
3,lavado,156,24,30.89,27.37,51.0,31.49,0.0,80256.6,False,normal,normal,excelente,3.5199999999999996
44,honey,120,350,22.04,19.39,57.18,40.6,0.0,0.0,False,normal,normal,baja,2.6499999999999986
36,honey,2,346,24.64,22.66,62.8,46.97,0.0,0.0,False,normal,normal,buena,1.9800000000000004
52,natural,384,275,26.3,24.28,56.89,27.75,0.0,392.3,False,normal,normal,baja,2.0199999999999996
27,honey,10,290,31.47,28.93,52.04,54.11,0.0,52380.3,False,normal,normal,regular,2.539999999999999
26,honey,176,32,28.94,26.83,53.94,17.42,0.0,25391.5,False,normal,normal,regular,2.110000000000003
10,lavado,178,3,29.64,27.98,47.15,12.23,0.0,43403.4,False,normal,normal,buena,1.6600000000000001
68,natural,284,42,28.5,26.17,51.8,16.82,0.0,1436.8,False,normal,normal,regular,2.3299999999999983
71,natural,296,334,29.76,27.69,51.65,33.61,0.0,29565.0,False,normal,normal,regular,2.0700000000000003
6,lavado,58,140,32.09,29.28,48.2,39.91,0.0,52796.2,False,normal,normal,buena,2.8100000000000023
38,honey,218,3,21.26,19.34,55.23,11.67,0.0,3364.2,False,normal,normal,excelente,1.9200000000000017
14,lavado,162,15,31.36,29.49,51.16,14.39,0.0,0.0,False,normal,normal,buena,1.870000000000001
41,honey,96,244,24.2,21.79,48.37,39.97,0.0,0.0,False,normal,normal,excelente,2.41
52,natural,182,477,37.32,33.75,47.11,42.5,0.0,58042.4,True,riesgo,secado_estancado,baja,3.5700000000000003
38,honey,80,141,28.21,25.72,54.52,38.28,0.0,31889.4,False,normal,normal,excelente,2.490000000000002
56,natural,154,192,35.51,32.62,44.68,32.76,0.0,43565.3,False,normal,normal,buena,2.8900000000000006
40,honey,76,189,24.75,21.67,60.76,35.45,0.0,1397.2,False,normal,normal,buena,3.0799999999999983
15,lavado,32,149,29.36,25.49,50.57,44.77,0.0,30089.1,False,normal,normal,buena,3.870000000000001
62,natural,300,261,36.08,31.26,46.07,27.98,0.0,82963.4,False,normal,normal,baja,4.819999999999997
31,honey,134,246,34.02,30.89,44.92,40.59,0.0,58900.9,False,normal,normal,buena,3.1300000000000026
42,honey,188,21,24.57,22.54,86.6,16.51,0.94,0.0,True,critico,lluvia_detectada,baja,2.030000000000001
